1312,111,順序一:英(6) <br>順序二:國(5) <br>順序三:數A+自(3) ,順序一:英(12) <br>順序二:國(12) <br>順序三:數A+自(22) ,
1322,106,順序一:英+數A+數B+自+總級分(3) ,順序一:英+數A+數B+自+總級分(107) ,
1322,107,順序一:國+英+數A+數B+自(2.5) ,順序一:國+英+數A+數B+自(56) ,
1322,108,順序一:英+數A+數B+自(4) <br>順序二:國+英+數A+數B+自(3) ,順序一:英+數A+數B+自(42) <br>順序二:國+英+數A+數B+自(57) ,
1322,109,順序一:國+英+數A+數B+自(3) ,順序一:國+英+數A+數B+自(58) ,
1322,110,順序一:國+英+數A+數B+自(3) ,順序一:國+英+數A+數B+自(56) ,
1322,111,順序一:國+英+數A+自(3) ,順序一:國+英+數A+自(42) ,
1332,106,順序一:國+英+數A+數B+自(3) ,順序一:國+英+數A+數B+自(57) ,
1332,107,順序一:國+英+數A+數B+自(3) ,順序一:國+英+數A+數B+自(56) ,
1332,108,順序一:國+英+數A+數B+自(4) <br>順序二:英+數A+數B+自(3) ,順序一:國+英+數A+數B+自(56) <br>順序二:英+數A+數B+自(43) ,
1332,109,順序一:國+英+數A+數B+自(4) <br>順序二:英+數A+數B+自(3) ,順序一:國+英+數A+數B+自(57) <br>順序二:英+數A+數B+自(44) ,
1332,110,順序一:英+數A+數B+自(10) <br>順序二:英(6) <br>順序三:自(5) <br>順序四:數A+數B(3) ,順序一:英+數A+數B+自(26) <br>順序二:英(13) <br>順序三:自(14) <br>順序四:數A+數B(13) ,
1332,111,順序一:國+英+數A+自(3) ,順序一:國+英+數A+自(52) ,
1342,106,順序一:總級分(2.5) ,順序一:總級分(65) ,
1342,107,順序一:英+數A+數B+自+總級分(3) ,順序一:英+數A+數B+自+總級分(111) ,
1342,108,順序一:國+英+數A+數B+自(3) ,順序一:國+英+數A+數B+自(59) ,
1342,109,順序一:國+英+數A+數B+自(3) ,順序一:國+英+數A+數B+自(59) ,
1342,110,順序一:國+英+數A+數B+自(3) ,順序一:國+英+數A+數B+自(57) ,
1342,111,順序一:國+英+數A+自(3) ,順序一:國+英+數A+自(51) ,
1352,106,順序一:英+數A+數B(5) <br>順序二:自(3) ,順序一:英+數A+數B(19) <br>順序二:自(14) ,
1352,107,順序一:國+英+數A+數B+自(3) ,順序一:國+英+數A+數B+自(58) ,
1352,108,順序一:英+數A+數B+自(4) <br>順序二:國(3) ,順序一:英+數A+數B+自(44) <br>順序二:國(14) ,
1352,109,順序一:國+英+數A+數B+自(4) ,順序一:國+英+數A+數B+自(59) ,
1352,110,順序一:國+英+數A+數B+自(3) ,順序一:國+英+數A+數B+自(56) ,
1352,111,順序一:英+數A+自(10) <br>順序二:自(6) <br>順序三:數A(3) ,順序一:英+數A+自(34) <br>順序二:自(14) <br>順序三:數A(13) ,
1362,106,順序一:數A+數B(10) <br>順序二:英(8) <br>順序三:自(3) ,順序一:數A+數B(9) <br>順序二:英(12) <br>順序三:自(15) ,
1362,107,順序一:國+英+數A+數B+自(4) ,順序一:國+英+數A+數B+自(57) ,
1362,108,順序一:國+英+數A+數B+自(2.5) ,順序一:國+英+數A+數B+自(56) ,
1362,109,順序一:國+英+數A+數B+自(3.5) ,順序一:國+英+數A+數B+自(55) ,
